,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.0002892219999921508,0.0,0.0,100,1024,0
1,1,0.009619472000849782,1.0,2.0,100,1024,0
2,2,0.018983899999511777,1.0,3.0,100,1024,0
3,3,0.0275716989999637,1.0,4.0,100,1024,0
4,4,0.027670585999658215,1.0,5.0,100,1024,0
5,5,0.03631355700053973,1.0,6.0,100,1024,0
6,6,0.03650388899950485,4.0,8.0,100,1024,0
7,7,0.036585297999408795,4.0,9.0,100,1024,0
8,8,0.03665264300070703,4.0,10.0,100,1024,0
9,9,0.04664874000081909,4.0,11.0,100,1024,0
10,10,0.04684418800025014,19.0,13.0,100,1024,0
11,11,0.04695189999983995,19.0,14.0,100,1024,0
12,12,0.0470296010007587,19.0,15.0,100,1024,0
13,13,0.0471020810000482,19.0,16.0,100,1024,0
14,14,0.0471933730004821,19.0,17.0,100,1024,0
15,15,0.04729413099994417,19.0,18.0,100,1024,0
16,16,0.04741051200107904,19.0,19.0,100,1024,0
17,17,0.056266572000822634,19.0,20.0,100,1024,0
18,18,0.05639362900001288,19.0,21.0,100,1024,0
19,19,0.05650358999992022,19.0,22.0,100,1024,0
20,20,0.05661440699986997,19.0,23.0,100,1024,0
21,21,0.056727622999460436,19.0,24.0,100,1024,0
22,22,0.05683744700036186,19.0,25.0,100,1024,0
23,23,0.056952093000290915,19.0,26.0,100,1024,0
24,24,0.05706974900022033,19.0,27.0,100,1024,0
25,25,0.057188300999769126,19.0,28.0,100,1024,0
26,26,0.05733580800006166,21.0,30.0,100,1024,0
27,27,0.05746561100022518,21.0,31.0,100,1024,0
28,28,0.05762522599980002,21.0,32.0,100,1024,0
29,29,0.05776920900098048,21.0,33.0,100,1024,0
30,30,0.05789828600063629,21.0,34.0,100,1024,0
31,31,0.058027676999699906,21.0,35.0,100,1024,0
32,32,0.05816182899980049,21.0,36.0,100,1024,0
33,33,0.0688054980000743,21.0,37.0,100,1024,0
34,34,0.06898933800039231,21.0,38.0,100,1024,0
35,35,0.06914517400036857,21.0,39.0,100,1024,0
36,36,0.06929619500078843,21.0,40.0,100,1024,0
37,37,0.0694430410003406,21.0,41.0,100,1024,0
38,38,0.0695866810001462,21.0,42.0,100,1024,0
39,39,0.06972931500058621,21.0,43.0,100,1024,0
40,40,0.06987432700043428,21.0,44.0,100,1024,0
41,41,0.07002449200081173,21.0,45.0,100,1024,0
42,42,0.07023237999965204,21.0,46.0,100,1024,0
43,43,0.0704681419992994,21.0,47.0,100,1024,0
44,44,0.07067172300048696,21.0,48.0,100,1024,0
45,45,0.07091076799952134,21.0,49.0,100,1024,0
46,46,0.07109771800060116,21.0,50.0,100,1024,0
47,47,0.07140648499989766,21.0,51.0,100,1024,0
48,48,0.07165206900026533,21.0,52.0,100,1024,0
49,49,0.07184515600056329,21.0,53.0,100,1024,0
50,50,0.07201823499963211,21.0,54.0,100,1024,0
51,51,0.07219442600035109,21.0,55.0,100,1024,0
52,52,0.07241890099976445,21.0,56.0,100,1024,0
53,53,0.07264709300034156,21.0,57.0,100,1024,0
54,54,0.0729336250005872,22.0,59.0,100,1024,0
55,55,0.07312724400071602,22.0,60.0,100,1024,0
56,56,0.07331543500004045,22.0,61.0,100,1024,0
57,57,0.073629862999951,22.0,62.0,100,1024,0
58,58,0.0738528599995334,22.0,63.0,100,1024,0
59,59,0.07404561200019089,22.0,64.0,100,1024,0
60,60,0.07423549200029811,22.0,65.0,100,1024,0
61,61,0.07451453099929495,22.0,66.0,100,1024,0
62,62,0.07477550899966445,22.0,67.0,100,1024,0
63,63,0.07495963499968639,22.0,68.0,100,1024,0
64,64,0.07513551600095525,22.0,69.0,100,1024,0
65,65,0.08598309499939205,22.0,70.0,100,1024,0
66,66,0.08619211800032645,22.0,71.0,100,1024,0
67,67,0.08645485600027314,22.0,72.0,100,1024,0
68,68,0.08665934900091088,22.0,73.0,100,1024,0
69,69,0.08682466900063446,22.0,74.0,100,1024,0
70,70,0.08698803500010399,22.0,75.0,100,1024,0
71,71,0.08724303100098041,22.0,76.0,100,1024,0
72,72,0.08765852900069149,24.0,78.0,100,1024,0
73,73,0.0880316140010109,24.0,79.0,100,1024,0
74,74,0.08831202600049437,24.0,80.0,100,1024,0
75,75,0.08855882600073528,24.0,81.0,100,1024,0
76,76,0.0887927439998748,24.0,82.0,100,1024,0
77,77,0.08906326299984357,24.0,83.0,100,1024,0
78,78,0.08946922600080143,24.0,84.0,100,1024,0
79,79,0.08974980200036953,24.0,85.0,100,1024,0
80,80,0.0900235019998945,27.0,87.0,100,1024,0
81,81,0.09029554100015957,27.0,88.0,100,1024,0
82,82,0.09056472300107998,27.0,89.0,100,1024,0
83,83,0.0908383980004146,27.0,90.0,100,1024,0
84,84,0.09113661000083084,27.0,91.0,100,1024,0
85,85,0.0914427940006135,27.0,92.0,100,1024,0
86,86,0.0916923870008759,27.0,93.0,100,1024,0
87,87,0.09195916399949056,27.0,94.0,100,1024,0
88,88,0.0922011790007673,27.0,95.0,100,1024,0
89,89,0.09246132000043872,27.0,96.0,100,1024,0
90,90,0.09274110899968946,27.0,97.0,100,1024,0
91,91,0.09306315300091228,27.0,98.0,100,1024,0
92,92,0.09343042600085028,27.0,99.0,100,1024,0
93,93,0.09371644000020751,27.0,100.0,100,1024,0
94,94,0.09398136399977375,27.0,101.0,100,1024,0
95,95,0.09428307000052882,27.0,102.0,100,1024,0
96,96,0.0946567650007637,27.0,103.0,100,1024,0
97,97,0.09497529300097085,27.0,104.0,100,1024,0
98,98,0.09526535000077274,27.0,105.0,100,1024,0
99,99,0.0955525570007012,27.0,106.0,100,1024,0
100,100,0.09583220300009998,27.0,107.0,100,1024,0
101,101,0.09609644699958153,27.0,108.0,100,1024,0
102,102,0.09645215700038534,27.0,109.0,100,1024,0
103,103,0.09683191099975375,27.0,110.0,100,1024,0
104,104,0.09727828100039915,27.0,111.0,100,1024,0
105,105,0.09774799499973597,27.0,112.0,100,1024,0
106,106,0.09806980400026077,27.0,113.0,100,1024,0
107,107,0.09837773499930336,27.0,114.0,100,1024,0
108,108,0.09874406800008728,27.0,115.0,100,1024,0
109,109,0.09906636199957575,27.0,116.0,100,1024,0
110,110,0.09949093500108575,27.0,117.0,100,1024,0
111,111,0.09992979200069385,27.0,118.0,100,1024,0
112,112,0.10027870100020664,27.0,119.0,100,1024,0
113,113,0.10072462999960408,27.0,120.0,100,1024,0
114,114,0.1011504159996548,27.0,121.0,100,1024,0
115,115,0.10148982300052012,27.0,122.0,100,1024,0
116,116,0.10181045299941616,27.0,123.0,100,1024,0
117,117,0.10221208800066961,27.0,124.0,100,1024,0
118,118,0.10255838400007633,27.0,125.0,100,1024,0
119,119,0.10288419599964982,27.0,126.0,100,1024,0
120,120,0.10323593199973402,27.0,127.0,100,1024,0
121,121,0.10365293100039707,27.0,128.0,100,1024,0
122,122,0.10406157999932475,27.0,129.0,100,1024,0
123,123,0.10446323200085317,27.0,130.0,100,1024,0
124,124,0.10483064300024125,27.0,131.0,100,1024,0
125,125,0.1050842670010752,27.0,132.0,100,1024,0
126,126,0.1054746250010794,27.0,133.0,100,1024,0
127,127,0.105923729001006,27.0,134.0,100,1024,0
128,128,0.10630591900007857,27.0,135.0,100,1024,0
129,129,0.11872813199988741,27.0,136.0,100,1024,0
130,130,0.11919819099966844,27.0,137.0,100,1024,0
131,131,0.11966740199932246,27.0,138.0,100,1024,0
132,132,0.12003353399995831,27.0,139.0,100,1024,0
133,133,0.12036823000016739,27.0,140.0,100,1024,0
134,134,0.12075071800063597,27.0,141.0,100,1024,0
135,135,0.12126561399963975,27.0,142.0,100,1024,0
136,136,0.12181014099951426,27.0,143.0,100,1024,0
137,137,0.12233593100063445,27.0,144.0,100,1024,0
138,138,0.12271445000078529,27.0,145.0,100,1024,0
139,139,0.12311835800028348,27.0,146.0,100,1024,0
